MBps,bytes,channels,cipher,correct,dataset,diffusion_ms,diffusion_share_pct,height,image,image_kind,image_size,keygen_ms,keygen_share_pct,mode,permutation_ms,permutation_share_pct,repeat,run_id,total_ms,variant,width
96.4451,786432,3,coupled_lattice_xor,1,synthetic_control,0.14878,1.9132147872291176,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,7.45875,95.91471161611226,full,9e-05,0.0011573419199530893,3,full__gradient_512x512__rep3,7.77644,scalar_avx2,512
14.2351,786432,3,hamiltonian_lattice_xor,1,synthetic_control,0.152866,0.2901420854638561,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,52.339,99.34024970296052,full,9e-05,0.00017082142328409884,3,full__gradient_512x512__rep3,52.6866,scalar_avx2,512
389.602,786432,3,chaotic_seed_blake3_xor,1,synthetic_control,0.157542,8.183829946390723,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,1.55546,80.80143789219963,full,9e-05,0.004675227527739684,3,full__gradient_512x512__rep3,1.92504,scalar_avx2,512
301.58,786432,3,aes_ctr,1,synthetic_control,2.29698,92.36318307933573,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,0,0.0,full,0,0.0,3,full__gradient_512x512__rep3,2.4869,openssl_evp,512
775.835,786432,3,chacha20,1,synthetic_control,0.847762,87.69649322437158,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,0,0.0,full,0,0.0,3,full__gradient_512x512__rep3,0.9667,openssl_evp,512
1322.14,786432,3,aes_256_gcm,1,synthetic_control,0.44171,77.86701735705898,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,0,0.0,full,0,0.0,3,full__gradient_512x512__rep3,0.567262,openssl_evp_aead,512
611.464,786432,3,chacha20_poly1305,1,synthetic_control,1.12671,91.85934646490999,512,images/datasets/synthetic/gradient_512x512.ppm,gradient,512x512,0,0.0,full,0,0.0,3,full__gradient_512x512__rep3,1.22656,openssl_evp_aead,512
206.641,3145728,3,logistic_xor,1,synthetic_control,2.0115,13.855309652222427,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,11.2117,77.2267338940205,full,0.000188,0.0012949531268296379,1,full__noise_1024x1024__rep1,14.5179,scalar_avx2,1024
15.5308,3145728,3,logistic_permute_xor,1,synthetic_control,0.81878,0.4238781553498582,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,10.2723,5.3179163819345225,full,181.374,93.89637820711934,1,full__noise_1024x1024__rep1,193.164,scalar_avx2,1024
157.167,3145728,3,arnold_xor,1,synthetic_control,0.810427,4.24574077954736,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,10.2124,53.50167644593461,full,7.4156,38.84953897736798,1,full__noise_1024x1024__rep1,19.088,scalar_avx2,1024
137.42,3145728,3,tiled_arnold_xor,1,synthetic_control,0.811715,3.718193019985433,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,10.2064,46.752080766253336,full,10.1725,46.596796284166025,1,full__noise_1024x1024__rep1,21.8309,scalar_avx2,1024
154.117,3145728,3,tent_block_xor,1,synthetic_control,0.784476,4.0300425877312405,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,18.0695,92.82738355158048,full,5e-05,0.00025686207020554104,1,full__noise_1024x1024__rep1,19.4657,scalar_avx2,1024
33.7925,3145728,3,sine_xor,1,synthetic_control,0.801057,0.9023228937159542,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,87.3654,98.40972682175153,full,4.9e-05,5.519435170291472e-05,1,full__noise_1024x1024__rep1,88.7772,scalar_avx2,1024
97.2442,3145728,3,coupled_lattice_xor,1,synthetic_control,0.78176,2.5340516431011793,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,29.4614,95.49824636469133,full,4.9e-05,0.00015883203350383466,1,full__noise_1024x1024__rep1,30.8502,scalar_avx2,1024
14.7869,3145728,3,hamiltonian_lattice_xor,1,synthetic_control,0.820971,0.4046524351473509,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,201.416,99.27692315275306,full,0.000131,6.456923448490016e-05,1,full__noise_1024x1024__rep1,202.883,scalar_avx2,1024
409.213,3145728,3,chaotic_seed_blake3_xor,1,synthetic_control,0.810723,11.058606084993487,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,5.89362,80.39148019069314,full,5.7e-05,0.0007775042114811456,1,full__noise_1024x1024__rep1,7.33115,scalar_avx2,1024
798.602,3145728,3,aes_ctr,1,synthetic_control,3.00867,80.09109397959837,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,0,0.0,full,0,0.0,1,full__noise_1024x1024__rep1,3.75656,openssl_evp,1024
844.104,3145728,3,chacha20,1,synthetic_control,3.09426,87.06243827499178,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,0,0.0,full,0,0.0,1,full__noise_1024x1024__rep1,3.55407,openssl_evp,1024
1434.96,3145728,3,aes_256_gcm,1,synthetic_control,1.60817,76.92200990122689,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,0,0.0,full,0,0.0,1,full__noise_1024x1024__rep1,2.09065,openssl_evp_aead,1024
631.327,3145728,3,chacha20_poly1305,1,synthetic_control,4.33343,91.19362781203307,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,0,0.0,full,0,0.0,1,full__noise_1024x1024__rep1,4.7519,openssl_evp_aead,1024
207.552,3145728,3,logistic_xor,1,synthetic_control,1.9946,13.799449295014597,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,11.283,78.06035615945538,full,0.000164,0.0011346183116326051,2,full__noise_1024x1024__rep2,14.4542,scalar_avx2,1024
15.1585,3145728,3,logistic_permute_xor,1,synthetic_control,0.805537,0.40702393524296515,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,10.266,5.187232515954302,full,186.064,94.01492605187232,2,full__noise_1024x1024__rep2,197.909,scalar_avx2,1024
157.134,3145728,3,arnold_xor,1,synthetic_control,0.784057,4.106752078106422,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,10.2411,53.64107291573913,full,7.41183,38.82185638935884,2,full__noise_1024x1024__rep2,19.0919,scalar_avx2,1024
137.942,3145728,3,tiled_arnold_xor,1,synthetic_control,0.807556,3.713191375877655,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,10.2019,46.908953803285776,full,10.0962,46.4229388044123,2,full__noise_1024x1024__rep2,21.7483,scalar_avx2,1024
153.557,3145728,3,tent_block_xor,1,synthetic_control,0.822735,4.211228098911279,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,18.0799,92.54326472741046,full,5e-05,0.00025592858568744976,2,full__noise_1024x1024__rep2,19.5367,scalar_avx2,1024
