MBps,bytes,channels,checksum,dataset,diffusion,diffusion_ms,diffusion_share_pct,height,image,image_kind,image_size,keygen_ms,keygen_share_pct,keystream,mode,permutation,permutation_ms,permutation_share_pct,repeat,run_id,scheme,total_ms,width
77.7701,3145728,3,10154352750714544857,synthetic_control,arx_block,3.69665,9.582970405856612,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,7.66146,19.86110246998071,cellular_automata,candidates,feistel_index,27.2091,70.5352143345984,2,candidates__noise_1024x1024__rep2,CA-Feistel-ARX,38.5752,1024
216.672,3145728,3,12703809576107580757,synthetic_control,arx_block,3.59606,25.972208178653453,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,7.12682,51.472793193603835,cellular_automata,candidates,checkerboard_swaps,3.11729,22.514336477487756,2,candidates__noise_1024x1024__rep2,Checkerboard-CA-ARX,13.8458,1024
43.76,3145728,3,6769910357436157580,synthetic_control,prefix_tree_reverse,16.6433,24.277047714486176,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,6.47908,9.450826116573822,cellular_automata,candidates,affine_bitplane,45.4272,66.26319912129846,2,candidates__noise_1024x1024__rep2,Affine-CA-PrefixTree,68.5557,1024
175.561,3145728,3,11798513561408184321,synthetic_control,multilane_tree,6.34099,37.107636308308116,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,7.27763,42.58887763999508,cellular_automata,candidates,checkerboard_swaps,3.46269,20.2637507973385,2,candidates__noise_1024x1024__rep2,Checkerboard-CA-MultilaneTree,17.0881,1024
34.1109,3145728,3,13601539085058861984,synthetic_control,stencil,13.8506,15.748570466967523,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,47.4337,53.93361781865027,cml,candidates,feistel_index,26.6588,30.31189914984144,2,candidates__noise_1024x1024__rep2,CML-Feistel-Stencil,87.9483,1024
9.55769,3145728,3,15938992241700151227,synthetic_control,stencil,14.3496,4.571639751117455,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,271.825,86.6007397660912,hamiltonian,candidates,block_feistel,27.6856,8.820356629699601,2,candidates__noise_1024x1024__rep2,Hamiltonian-Block-Stencil,313.883,1024
29.6377,3145728,3,5015192422145357007,synthetic_control,bitplane,7.06793,6.982602596273538,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,48.6911,48.10327794353006,cml,candidates,affine_bitplane,45.4568,44.908023947363226,2,candidates__noise_1024x1024__rep2,Affine-CML-Bitplane,101.222,1024
78.8496,3145728,3,10154352750714544857,synthetic_control,arx_block,3.61933,9.512761813646769,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,7.21382,18.960236128377723,cellular_automata,candidates,feistel_index,27.2075,71.51004938615559,3,candidates__noise_1024x1024__rep3,CA-Feistel-ARX,38.0471,1024
207.929,3145728,3,12703809576107580757,synthetic_control,arx_block,3.71078,25.71929581369559,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,7.52399,52.14853063487663,cellular_automata,candidates,checkerboard_swaps,3.18931,22.105004158580535,3,candidates__noise_1024x1024__rep3,Checkerboard-CA-ARX,14.428,1024
42.8533,3145728,3,6769910357436157580,synthetic_control,prefix_tree_reverse,17.1152,24.44812030934403,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,6.89028,9.842385388722713,cellular_automata,candidates,affine_bitplane,45.9943,65.70032368561641,3,candidates__noise_1024x1024__rep3,Affine-CA-PrefixTree,70.0062,1024
177.352,3145728,3,11798513561408184321,synthetic_control,multilane_tree,6.44362,38.09299163489107,1024,images/datasets/synthetic/noise_1024x1024.ppm,noise,1024x1024,7.29223,43.10975141142738,cellular_automata,candidates,checkerboard_swaps,3.1739,18.763264461588484,3,candidates__noise_1024x1024__rep3,Checkerboard-CA-MultilaneTree,16.9155,1024
