MBps,bytes,channels,cipher,correct,diffusion_ms,diffusion_share_pct,height,image,image_kind,image_size,keygen_ms,keygen_share_pct,mode,permutation_ms,permutation_share_pct,repeat,run_id,total_ms,variant,width
79.3815,3145728,3,tent_block_xor,1,5.01845,13.279062875408151,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,28.3126,74.91651716491762,full,0.00082,0.002169759897544996,4,full__gradient_1024x1024__rep4,37.7922,scalar_avx2,1024
25.2797,3145728,3,sine_xor,1,1.9287,1.6252359444519349,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,115.65,97.45348523661858,full,0.000889,0.0007491236348928139,4,full__gradient_1024x1024__rep4,118.672,scalar_avx2,1024
71.9245,3145728,3,coupled_lattice_xor,1,1.98022,4.747544976792359,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,38.4495,92.18204572480724,full,0.001159,0.0027786834938049025,4,full__gradient_1024x1024__rep4,41.7104,scalar_avx2,1024
11.7585,3145728,3,hamiltonian_lattice_xor,1,2.28833,0.8969129947400192,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,251.673,98.64345794758833,full,0.000774,0.0003033699938071758,4,full__gradient_1024x1024__rep4,255.134,scalar_avx2,1024
290.173,3145728,3,chaotic_seed_blake3_xor,1,1.91753,18.54728880119165,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,7.256,70.18358385081153,full,0.000674,0.00651925792660515,4,full__gradient_1024x1024__rep4,10.3386,scalar_avx2,1024
610.573,3145728,3,aes_ctr,1,3.4897,71.02384896874275,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,4,full__gradient_1024x1024__rep4,4.91342,openssl_evp,1024
886.883,3145728,3,chacha20,1,1.6628,49.15687155594447,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,4,full__gradient_1024x1024__rep4,3.38264,openssl_evp,1024
133.187,3145728,3,logistic_xor,1,5.15368,22.880127149307203,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,12.5214,55.58964159345074,full,0.000628,0.00278805045128237,5,full__gradient_1024x1024__rep5,22.5247,scalar_avx2,1024
12.845,3145728,3,logistic_permute_xor,1,4.58667,1.963858465279978,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.1259,4.3355712169348415,full,214.241,91.73082028139103,5,full__gradient_1024x1024__rep5,233.554,scalar_avx2,1024
103.835,3145728,3,arnold_xor,1,1.92686,6.669181780423647,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.2821,35.58805205593244,full,15.0156,51.971479994462136,5,full__gradient_1024x1024__rep5,28.892,scalar_avx2,1024
88.6532,3145728,3,tiled_arnold_xor,1,5.16586,15.265679069258889,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,9.56802,28.27454144097022,full,14.8308,43.826629668702736,5,full__gradient_1024x1024__rep5,33.8397,scalar_avx2,1024
81.6372,3145728,3,tent_block_xor,1,5.229,14.229384536259214,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,27.2538,74.16423795645464,full,0.000912,0.002481774468745153,5,full__gradient_1024x1024__rep5,36.7479,scalar_avx2,1024
24.8051,3145728,3,sine_xor,1,2.37352,1.9625112656375319,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,117.254,96.94980279966596,full,0.000752,0.0006217805081732716,5,full__gradient_1024x1024__rep5,120.943,scalar_avx2,1024
71.8694,3145728,3,coupled_lattice_xor,1,2.31352,5.542374180689179,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,38.0642,91.18833608034036,full,0.000958,0.002295028556096439,5,full__gradient_1024x1024__rep5,41.7424,scalar_avx2,1024
12.0897,3145728,3,hamiltonian_lattice_xor,1,2.44732,0.9862459449112414,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,244.327,98.46138346531262,full,0.001202,0.0004843942050011082,5,full__gradient_1024x1024__rep5,248.145,scalar_avx2,1024
285.376,3145728,3,chaotic_seed_blake3_xor,1,2.26086,21.50639714625446,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,6.81355,64.81379310344828,full,0.000972,0.009246135552913199,5,full__gradient_1024x1024__rep5,10.5125,scalar_avx2,1024
577.793,3145728,3,aes_ctr,1,3.65399,70.37500698166663,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,5,full__gradient_1024x1024__rep5,5.19217,openssl_evp,1024
915.597,3145728,3,chacha20,1,1.6754,51.13305153286231,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,5,full__gradient_1024x1024__rep5,3.27655,openssl_evp,1024
143.517,3145728,3,logistic_xor,1,5.14748,24.625084914415833,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,11.5906,55.448395954725065,full,0.000746,0.0035687974205153225,6,full__gradient_1024x1024__rep6,20.9034,scalar_avx2,1024
12.7513,3145728,3,logistic_permute_xor,1,4.48859,1.9078463042461853,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.1171,4.300208271347813,full,216.333,91.95094997237216,6,full__gradient_1024x1024__rep6,235.27,scalar_avx2,1024
99.3705,3145728,3,arnold_xor,1,2.01544,6.675830818712093,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.2014,33.790547232370876,full,16.4309,54.42479488309082,6,full__gradient_1024x1024__rep6,30.1901,scalar_avx2,1024
90.1245,3145728,3,tiled_arnold_xor,1,4.72764,14.202533699038371,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,9.39776,28.232268763161922,full,14.7492,44.30879043959708,6,full__gradient_1024x1024__rep6,33.2873,scalar_avx2,1024
84.9613,3145728,3,tent_block_xor,1,4.77021,13.509439198871712,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,26.3383,74.59119461232164,full,0.001012,0.0028660273801904266,6,full__gradient_1024x1024__rep6,35.3102,scalar_avx2,1024
24.9065,3145728,3,sine_xor,1,2.52512,2.0963877427335595,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,116.681,96.87009655378536,full,0.000858,0.0007123228532764361,6,full__gradient_1024x1024__rep6,120.451,scalar_avx2,1024
71.7052,3145728,3,coupled_lattice_xor,1,2.46737,5.897437736029446,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,38.0788,91.01486686744109,full,0.000936,0.002237200631005306,6,full__gradient_1024x1024__rep6,41.838,scalar_avx2,1024
11.7935,3145728,3,hamiltonian_lattice_xor,1,2.50302,0.983980469932423,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,250.564,98.50104372643752,full,0.000863,0.00033926023186058485,6,full__gradient_1024x1024__rep6,254.377,scalar_avx2,1024
296.279,3145728,3,chaotic_seed_blake3_xor,1,1.9829,19.583037054594296,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,6.82014,67.3554159753496,full,0.000883,0.00872047088567591,6,full__gradient_1024x1024__rep6,10.1256,scalar_avx2,1024
598.156,3145728,3,aes_ctr,1,3.6101,71.9801571556463,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,6,full__gradient_1024x1024__rep6,5.01541,openssl_evp,1024
907.714,3145728,3,chacha20,1,1.76482,53.398325572388586,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,6,full__gradient_1024x1024__rep6,3.30501,openssl_evp,1024
142.411,3145728,3,logistic_xor,1,4.7655,22.62197495466586,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,12.0843,57.36454347805448,full,0.000706,0.0033514036969875343,7,full__gradient_1024x1024__rep7,21.0658,scalar_avx2,1024
12.9354,3145728,3,logistic_permute_xor,1,4.68191,2.018743370615983,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,9.96529,4.296828243978579,full,212.577,91.65883357335656,7,full__gradient_1024x1024__rep7,231.922,scalar_avx2,1024
97.7014,3145728,3,arnold_xor,1,2.05555,6.6943378775345375,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.2725,33.45459164066724,full,16.8466,54.86455327657966,7,full__gradient_1024x1024__rep7,30.7058,scalar_avx2,1024
87.1774,3145728,3,tiled_arnold_xor,1,4.89726,14.231008409710398,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,9.96523,28.958085119985125,full,15.1541,44.03648663570901,7,full__gradient_1024x1024__rep7,34.4126,scalar_avx2,1024
82.6805,3145728,3,tent_block_xor,1,4.99275,13.760083562312072,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,26.8948,74.1224165823786,full,0.000935,0.0025768720906838493,7,full__gradient_1024x1024__rep7,36.2843,scalar_avx2,1024
23.5945,3145728,3,sine_xor,1,2.49142,1.9594645609840504,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,123.29,96.96574071161167,full,0.000885,0.0006960392613332495,7,full__gradient_1024x1024__rep7,127.148,scalar_avx2,1024
71.547,3145728,3,coupled_lattice_xor,1,2.35904,5.626071713907536,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,38.1531,90.99128319481046,full,0.001014,0.0024182874041568784,7,full__gradient_1024x1024__rep7,41.9305,scalar_avx2,1024
11.8437,3145728,3,hamiltonian_lattice_xor,1,2.66522,1.0522031275291257,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,249.233,98.3947824507795,full,0.001112,0.0004390068654041271,7,full__gradient_1024x1024__rep7,253.299,scalar_avx2,1024
290.507,3145728,3,chaotic_seed_blake3_xor,1,2.21413,21.44062052136189,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,6.79032,65.75434791029167,full,0.000773,0.007485377851803076,7,full__gradient_1024x1024__rep7,10.3268,scalar_avx2,1024
581.012,3145728,3,aes_ctr,1,3.72819,72.2040279582679,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,7,full__gradient_1024x1024__rep7,5.16341,openssl_evp,1024
976.305,3145728,3,chacha20,1,1.6641,54.15564255518564,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,0,0.0,full,0,0.0,7,full__gradient_1024x1024__rep7,3.07281,openssl_evp,1024
138.114,3145728,3,logistic_xor,1,5.20638,23.969117728302304,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,11.9231,54.89153453768668,full,0.00081,0.00372907574167173,8,full__gradient_1024x1024__rep8,21.7212,scalar_avx2,1024
12.1375,3145728,3,logistic_permute_xor,1,5.08434,2.0570381279129983,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.6923,4.325924067840497,full,226.426,91.60813697566027,8,full__gradient_1024x1024__rep8,247.168,scalar_avx2,1024
105.938,3145728,3,arnold_xor,1,1.88408,6.653177251619965,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,9.73802,34.38748521284673,full,14.9569,52.81670992460758,8,full__gradient_1024x1024__rep8,28.3185,scalar_avx2,1024
84.2322,3145728,3,tiled_arnold_xor,1,5.27508,14.8110254128072,1024,images/datasets/synthetic/gradient_1024x1024.ppm,gradient,1024x1024,10.342,29.037592760536725,full,15.5063,43.537577317995606,8,full__gradient_1024x1024__rep8,35.6159,scalar_avx2,1024
